"Exposure","Province.Territory","Proportion"
"Chocolate or chocolate-containing candy*","NU",68.3
"Chocolate or chocolate-containing candy*","Canada",63.9
"Cold breakfast cereal*","BC",52.6
"Cold breakfast cereal*","AB",54.6
"Cold breakfast cereal*","SK",52
"Cold breakfast cereal*","MB",61.1
"Cold breakfast cereal*","ON",54.3
"Cold breakfast cereal*","QC",53.7
"Cold breakfast cereal*","NB",50.7
"Cold breakfast cereal*","NS",60.7
"Cold breakfast cereal*","PE",64.2
"Cold breakfast cereal*","NL",54.6
"Cold breakfast cereal*","YT",51.1
"Cold breakfast cereal*","NT",52.5
"Cold breakfast cereal*","NU",61.9
"Cold breakfast cereal*","Canada",54.3
"Hot breakfast cereal*","BC",33.6
"Hot breakfast cereal*","AB",37.9
"Hot breakfast cereal*","SK",33.1
"Hot breakfast cereal*","MB",30.4
"Hot breakfast cereal*","ON",28.5
"Hot breakfast cereal*","QC",18.9
"Hot breakfast cereal*","NB",30.3
"Hot breakfast cereal*","NS",33.4
"Hot breakfast cereal*","PE",28.4
"Hot breakfast cereal*","NL",34.4
"Hot breakfast cereal*","YT",40.5
"Hot breakfast cereal*","NT",44.1
"Hot breakfast cereal*","NU",37.1
"Hot breakfast cereal*","Canada",28.5
"Asian style foods*","BC",31.8
"Asian style foods*","AB",31.6
"Asian style foods*","SK",26.4
"Asian style foods*","MB",27.4
"Asian style foods*","ON",29.4
"Asian style foods*","QC",22.1
"Asian style foods*","NB",17.1
"Asian style foods*","NS",23.1
"Asian style foods*","PE",17.7
"Asian style foods*","NL",18.6
"Asian style foods*","YT",24.8
"Asian style foods*","NT",25.8
"Asian style foods*","NU",13.3
"Asian style foods*","Canada",27.4
"Indian style foods*","BC",23.9
"Indian style foods*","AB",14.7
"Indian style foods*","SK",9.2
"Indian style foods*","MB",7.9
"Indian style foods*","ON",16.2
"Indian style foods*","QC",5.5
"Indian style foods*","NB",8
"Indian style foods*","NS",12.5
"Indian style foods*","PE",7.7
"Indian style foods*","NL",3.7
"Indian style foods*","YT",8.9
"Indian style foods*","NT",10.6
"Indian style foods*","NU",6.3
"Indian style foods*","Canada",13.5
"Mexican style foods*","BC",24.7
"Mexican style foods*","AB",20.6
"Mexican style foods*","SK",16.8
"Mexican style foods*","MB",26.5
"Mexican style foods*","ON",15
"Mexican style foods*","QC",11.9
"Mexican style foods*","NB",13.6
"Mexican style foods*","NS",17
"Mexican style foods*","PE",12.8
"Mexican style foods*","NL",16.6
"Mexican style foods*","YT",22.6
"Mexican style foods*","NT",17
"Mexican style foods*","NU",19.6
"Mexican style foods*","Canada",16.7
"Meal from a fast food restaurant*","BC",56.6
"Meal from a fast food restaurant*","AB",45.5
"Meal from a fast food restaurant*","SK",50.1
"Meal from a fast food restaurant*","MB",54.4
"Meal from a fast food restaurant*","ON",53.5
"Meal from a fast food restaurant*","QC",57.1
"Meal from a fast food restaurant*","NB",52
"Meal from a fast food restaurant*","NS",48.4
"Meal from a fast food restaurant*","PE",53.8
"Meal from a fast food restaurant*","NL",49.8
"Meal from a fast food restaurant*","YT",65.7
"Meal from a fast food restaurant*","NT",63.5
"Meal from a fast food restaurant*","NU",82.5
"Meal from a fast food restaurant*","Canada",53.6
"Any baby formula*","BC",25.5
"Any baby formula*","AB",24.9
"Any baby formula*","SK",28.1
"Any baby formula*","MB",24.6
"Any baby formula*","ON",22.2
"Any baby formula*","QC",20.9
"Any baby formula*","NB",23.6
"Any baby formula*","NS",27.2
"Any baby formula*","PE",32.7
"Any baby formula*","NL",19
"Any baby formula*","YT",7
"Any baby formula*","NT",27.5
"Any baby formula*","NU",52.1
"Any baby formula*","Canada",23.1
"Liquid*","BC",10.1
"Liquid*","AB",9.2
"Liquid*","SK",12.4
"Liquid*","MB",12
"Liquid*","ON",9.9
"Liquid*","QC",13.6
"Liquid*","NB",9.4
"Liquid*","NS",7.7
"Liquid*","PE",18.4
"Liquid*","NL",4.6
"Liquid*","YT",1.9
"Liquid*","NT",6.3
"Liquid*","NU",14.3
"Liquid*","Canada",10.9
"Powder*","BC",22
"Powder*","AB",20.9
"Powder*","SK",18
"Powder*","MB",16.7
"Powder*","ON",19.2
"Powder*","QC",14.4
"Powder*","NB",15.7
"Powder*","NS",22.3
"Powder*","PE",24.1
"Powder*","NL",19
"Powder*","YT",7
"Powder*","NT",25.8
"Powder*","NU",52.1
"Powder*","Canada",18.5
"Store-bought pureed baby food*","BC",25.3
"Store-bought pureed baby food*","AB",22.4
"Store-bought pureed baby food*","SK",27.9
"Store-bought pureed baby food*","MB",28.3
"Store-bought pureed baby food*","ON",18.8
"Store-bought pureed baby food*","QC",18.9
"Store-bought pureed baby food*","NB",15.7
"Store-bought pureed baby food*","NS",18.4
"Store-bought pureed baby food*","PE",25.4
"Store-bought pureed baby food*","NL",13.3
"Store-bought pureed baby food*","YT",29.8
"Store-bought pureed baby food*","NT",24.6
"Store-bought pureed baby food*","NU",18.7
"Store-bought pureed baby food*","Canada",20.5
"Infant/toddler cereal*","BC",22
"Infant/toddler cereal*","AB",15.8
"Infant/toddler cereal*","SK",31.6
"Infant/toddler cereal*","MB",24
"Infant/toddler cereal*","ON",16.9
"Infant/toddler cereal*","QC",34.1
"Infant/toddler cereal*","NB",22.2
"Infant/toddler cereal*","NS",21.3
"Infant/toddler cereal*","PE",33.3
"Infant/toddler cereal*","NL",17.6
"Infant/toddler cereal*","YT",20.5
"Infant/toddler cereal*","NT",31.1
"Infant/toddler cereal*","NU",30.6
"Infant/toddler cereal*","Canada",22.9
"Meat from a butcher shop","BC",21.5844162948073
"Meat from a butcher shop","AB",17.5110046153953
"Meat from a butcher shop","SK",20.5861625673295
"Meat from a butcher shop","MB",23.1244871950463
"Meat from a butcher shop","ON",24.5352049978765
"Meat from a butcher shop","QC",32.0946878228128
"Meat from a butcher shop","NB",22.1237076870629
"Meat from a butcher shop","NS",13.8155958540872
"Meat from a butcher shop","PE",25.6200563822697
"Meat from a butcher shop","NL",10.6742363777382
"Meat from a butcher shop","YT",12.8633335776995
"Meat from a butcher shop","NT",23.0451853691878
"Meat from a butcher shop","NU",17.1430644846518
"Meat from a butcher shop","Canada",24.3666285657583
"Food from farmer's market or farm","BC",20.092000181355
"Food from farmer's market or farm","AB",17.8702304885197
"Food from farmer's market or farm","SK",20.2973185804191
"Food from farmer's market or farm","MB",15.3739592542138
"Food from farmer's market or farm","ON",16.439978764018
"Food from farmer's market or farm","QC",18.8629143973538
"Food from farmer's market or farm","NB",18.7951379519307
"Food from farmer's market or farm","NS",24.3260884793934
"Food from farmer's market or farm","PE",17.2588742602376
"Food from farmer's market or farm","NL",15.6669224851046
"Food from farmer's market or farm","YT",17.1500537418334
"Food from farmer's market or farm","NT",9.5504565357417
"Food from farmer's market or farm","NU",2.09025109522704
"Food from farmer's market or farm","Canada",17.980429856294
"Produce from a farmer's market or farm","BC",13.1537047358492
"Produce from a farmer's market or farm","AB",11.8080352335461
"Produce from a farmer's market or farm","SK",12.4509421113698
"Produce from a farmer's market or farm","MB",7.44869261511367
"Produce from a farmer's market or farm","ON",11.2779222050958
"Produce from a farmer's market or farm","QC",14.9216230779804
"Produce from a farmer's market or farm","NB",11.1226957269325
"Produce from a farmer's market or farm","NS",14.3470723281926
"Produce from a farmer's market or farm","PE",12.2530133842152
"Produce from a farmer's market or farm","NL",12.2738610646968
"Produce from a farmer's market or farm","YT",9.85932122070247
"Produce from a farmer's market or farm","NT",6.39585141026447
"Produce from a farmer's market or farm","NU",0.223350452500922
"Produce from a farmer's market or farm","Canada",12.420241589475
"Eggs from a farmer's market or farm","BC",12.1302800587199
"Eggs from a farmer's market or farm","AB",9.05217730867506
"Eggs from a farmer's market or farm","SK",11.4840343052115
"Eggs from a farmer's market or farm","MB",10.4301415722968
"Eggs from a farmer's market or farm","ON",8.68452916520663
"Eggs from a farmer's market or farm","QC",9.04534916308424
"Eggs from a farmer's market or farm","NB",11.9320966325372
"Eggs from a farmer's market or farm","NS",16.6024930075788
"Eggs from a farmer's market or farm","PE",11.1573153213478
"Eggs from a farmer's market or farm","NL",9.71732790735251
"Eggs from a farmer's market or farm","YT",11.4036938396004
"Eggs from a farmer's market or farm","NT",7.53211995100271
"Eggs from a farmer's market or farm","NU",0
"Eggs from a farmer's market or farm","Canada",9.72651771801236
"Meat from a farmer's market or farm","BC",6.75941674590569
"Meat from a farmer's market or farm","AB",8.67120333883562
"Meat from a farmer's market or farm","SK",13.0765425011356
"Meat from a farmer's market or farm","MB",7.66839263278407
"Meat from a farmer's market or farm","ON",6.93879085007937
"Meat from a farmer's market or farm","QC",7.30495321914027
"Meat from a farmer's market or farm","NB",9.08313521961764
"Meat from a farmer's market or farm","NS",12.4357373176415
"Meat from a farmer's market or farm","PE",11.3784332226009
"Meat from a farmer's market or farm","NL",7.06470691173463
"Meat from a farmer's market or farm","YT",6.44197134623148
"Meat from a farmer's market or farm","NT",2.57348691920436
"Meat from a farmer's market or farm","NU",1.86024903199063
"Meat from a farmer's market or farm","Canada",7.61811471786522
"Cheese or dairy products from a farmer's market or farm","BC",2.71334932473988
"Cheese or dairy products from a farmer's market or farm","AB",3.00963143514773
"Cheese or dairy products from a farmer's market or farm","SK",4.15310387655491
"Cheese or dairy products from a farmer's market or farm","MB",1.75659916858265
"Cheese or dairy products from a farmer's market or farm","ON",3.99859008072489
"Cheese or dairy products from a farmer's market or farm","QC",4.75035483776774
"Cheese or dairy products from a farmer's market or farm","NB",4.16375123409769
"Cheese or dairy products from a farmer's market or farm","NS",4.74954954716973
"Cheese or dairy products from a farmer's market or farm","PE",2.68417907398208
"Cheese or dairy products from a farmer's market or farm","NL",4.57792757031673
"Cheese or dairy products from a farmer's market or farm","YT",1.41224142024205
"Cheese or dairy products from a farmer's market or farm","NT",1.73558753892489
"Cheese or dairy products from a farmer's market or farm","NU",0
"Cheese or dairy products from a farmer's market or farm","Canada",3.8272828322602
"Food from a meal kit","BC",4.27870346068586
"Food from a meal kit","AB",4.54254434474743
"Food from a meal kit","SK",3.55656158088977
"Food from a meal kit","MB",2.68246227156412
"Food from a meal kit","ON",3.60936414404456
"Food from a meal kit","QC",5.47652941975503
"Food from a meal kit","NB",1.83848918140995
"Food from a meal kit","NS",3.84143800521869
"Food from a meal kit","PE",2.21993571610528
"Food from a meal kit","NL",1.47971484612511
"Food from a meal kit","YT",0.350750211642114
"Food from a meal kit","NT",0
"Food from a meal kit","NU",0.688273088051711
"Food from a meal kit","Canada",4.12662863216531
"Always or sometimes eats organic produce","BC",85.1667214954545
"Always or sometimes eats organic produce","AB",76.3954655915206
"Always or sometimes eats organic produce","SK",74.5033482866844
"Always or sometimes eats organic produce","MB",74.0168532916306
"Always or sometimes eats organic produce","ON",74.2984448299807
"Always or sometimes eats organic produce","QC",77.6564724595119
"Always or sometimes eats organic produce","NB",70.3019955964104
"Always or sometimes eats organic produce","NS",76.1342405757127
"Always or sometimes eats organic produce","PE",68.1250973650931
"Always or sometimes eats organic produce","NL",73.8087893684497
"Always or sometimes eats organic produce","YT",89.7625535930275
"Always or sometimes eats organic produce","NT",85.2704436202434
"Always or sometimes eats organic produce","NU",87.1478495913092
"Always or sometimes eats organic produce","Canada",76.7825035825366
"Vegan diet","BC",2.36622763104808
"Vegan diet","AB",1.12796617507023
"Vegan diet","SK",0.566906857359733
"Vegan diet","MB",0.929008859634081
"Vegan diet","ON",1.59847646339757
"Vegan diet","QC",1.09549443658652
"Vegan diet","NB",0.228806392355212
"Vegan diet","NS",2.42810981674984
"Vegan diet","PE",1.79572381390896
"Vegan diet","NL",0.476603058174702
"Vegan diet","YT",2.47412803244517
"Vegan diet","NT",0.188669191709548
"Vegan diet","NU",0
"Vegan diet","Canada",1.5
"Vegetarian diet","BC",6.03559593463373
"Vegetarian diet","AB",5.23491998210866
"Vegetarian diet","SK",3.71391357497245
"Vegetarian diet","MB",3.92891714353956
"Vegetarian diet","ON",4.94859781338495
"Vegetarian diet","QC",3.94584472205827
"Vegetarian diet","NB",2.8597484157217
"Vegetarian diet","NS",6.25973251679578
"Vegetarian diet","PE",1.56412784617482
"Vegetarian diet","NL",1.39380107833881
"Vegetarian diet","YT",4.46407319284717
"Vegetarian diet","NT",2.67698813376245
"Vegetarian diet","NU",3.16027390727973
"Vegetarian diet","Canada",4.7
"Kosher diet","BC",0.302302806300913
"Kosher diet","AB",0.386717148584116
"Kosher diet","SK",0.184191136642497
"Kosher diet","MB",0.123272385073104
"Kosher diet","ON",0.427261093736239
"Kosher diet","QC",0.596124934320632
"Kosher diet","NB",0.291210121526681
"Kosher diet","NS",0
"Kosher diet","PE",0.056368855102397
"Kosher diet","NL",0.0556991398867723
"Kosher diet","YT",0
"Kosher diet","NT",0
"Kosher diet","NU",0
"Kosher diet","Canada",0.4
"Halal diet","BC",1.02065010985574
"Halal diet","AB",2.04468210365783
"Halal diet","SK",0.378102983104718
"Halal diet","MB",0.419089757561587
"Halal diet","ON",2.94127426784393
"Halal diet","QC",2.05767459465266
"Halal diet","NB",1.60561947342363
"Halal diet","NS",1.19204682150047
"Halal diet","PE",1.51025015466492
"Halal diet","NL",0.425465710338076
"Halal diet","YT",0.174013617419461
"Halal diet","NT",0.188669191709548
"Halal diet","NU",0
"Halal diet","Canada",2.1
"Drank water supplied to residence","BC",92.3853693000164
"Drank water supplied to residence","AB",90.2101794659281
"Drank water supplied to residence","SK",86.3857578363658
"Drank water supplied to residence","MB",82.9752294390431
"Drank water supplied to residence","ON",89.9610700920576
"Drank water supplied to residence","QC",89.463438518803
"Drank water supplied to residence","NB",85.5869923503485
"Drank water supplied to residence","NS",85.8749625430602
"Drank water supplied to residence","PE",94.8125767682725
"Drank water supplied to residence","NL",83.3684198507946
"Drank water supplied to residence","YT",95.2321538639537
"Drank water supplied to residence","NT",94.1688014541265
"Drank water supplied to residence","NU",96.1115543944016
"Drank water supplied to residence","Canada",89.5828508159493
"Municipal water","BC",90.3765454950145
"Municipal water","AB",87.1391178943967
"Municipal water","SK",83.6724233733905
"Municipal water","MB",78.8071217404348
"Municipal water","ON",83.97398080046
"Municipal water","QC",83.8381646104324
"Municipal water","NB",60.7269526539068
"Municipal water","NS",62.9408663213834
"Municipal water","PE",65.4529782528526
"Municipal water","NL",76.829125219554
"Municipal water","YT",90.307883065711
"Municipal water","NT",92.9499396339259
"Municipal water","NU",89.2723880234135
"Municipal water","Canada",83.8
"Private well","BC",6.76546502850311
"Private well","AB",6.10457823150045
"Private well","SK",8.90097892361011
"Private well","MB",12.9873224053219
"Private well","ON",12.7580406423867
"Private well","QC",13.1169063870615
"Private well","NB",43.2570911573722
"Private well","NS",35.3728171410728
"Private well","PE",48.0933534277852
"Private well","NL",12.0471244782496
"Private well","YT",14.3501836708757
"Private well","NT",0.188669191709548
"Private well","NU",0.219648453970383
"Private well","Canada",12.5
"Trucked-in water","BC",1.74321743488358
"Trucked-in water","AB",2.39346373818423
"Trucked-in water","SK",1.93531637631743
"Trucked-in water","MB",3.72705560113139
"Trucked-in water","ON",1.26662311808135
"Trucked-in water","QC",0.322532809509303
"Trucked-in water","NB",0.708707875739079
"Trucked-in water","NS",2.06328541564799
"Trucked-in water","PE",0.0737679709849638
"Trucked-in water","NL",3.09639097303318
"Trucked-in water","YT",9.33569509607675
"Trucked-in water","NT",7.926379063764
"Trucked-in water","NU",26.2281323955625
"Trucked-in water","Canada",1.4
"Store-bought bottled water","BC",30.0183663382714
"Store-bought bottled water","AB",41.7132781032561
"Store-bought bottled water","SK",37.4146887279783
"Store-bought bottled water","MB",44.9557369514359
"Store-bought bottled water","ON",38.9357149639736
"Store-bought bottled water","QC",35.7867622349354
"Store-bought bottled water","NB",39.5938816082364
"Store-bought bottled water","NS",43.2000537862674
"Store-bought bottled water","PE",35.9070065075193
"Store-bought bottled water","NL",46.8092476894395
"Store-bought bottled water","YT",26.2541769104784
"Store-bought bottled water","NT",33.2687585899793
"Store-bought bottled water","NU",12.4570516419506
"Store-bought bottled water","Canada",37.7
"Cistern","BC",1.19140138303185
"Cistern","AB",1.98656995308742
"Cistern","SK",2.36987128274028
"Cistern","MB",0.229409554015019
"Cistern","ON",0.740294602596261
"Cistern","QC",0.328829405059623
"Cistern","NB",0.0846271265204905
"Cistern","NS",2.53433853892771
"Cistern","PE",0
"Cistern","NL",0.504694436943729
"Cistern","YT",0.640444897805182
"Cistern","NT",0.377338383419097
"Cistern","NU",0
"Cistern","Canada",0.9
"Untreated lake, spring or river water","BC",1.19007930029266
"Untreated lake, spring or river water","AB",0.64655514346266
"Untreated lake, spring or river water","SK",1.8323500637787
"Untreated lake, spring or river water","MB",1.92344398065598
"Untreated lake, spring or river water","ON",1.27738622122654
"Untreated lake, spring or river water","QC",1.30841967010949
"Untreated lake, spring or river water","NB",1.1663295779975
"Untreated lake, spring or river water","NS",0.737893314639656
"Untreated lake, spring or river water","PE",0.181990174708958
"Untreated lake, spring or river water","NL",5.21470382547548
"Untreated lake, spring or river water","YT",2.60677532538167
"Untreated lake, spring or river water","NT",5.03549809816733
"Untreated lake, spring or river water","NU",27.701948010102
"Untreated lake, spring or river water","Canada",1.3
"Other water source","BC",5.425031761228
"Other water source","AB",6.08626775380616
"Other water source","SK",7.46207713398753
"Other water source","MB",7.44314263493053
"Other water source","ON",6.08250276846226
"Other water source","QC",4.42538635355766
"Other water source","NB",4.21854631108722
"Other water source","NS",4.94702491496502
"Other water source","PE",5.56111703853928
"Other water source","NL",6.01127560990377
"Other water source","YT",4.77114005736693
"Other water source","NT",2.66992392597696
"Other water source","NU",24.4062467053405
"Other water source","Canada",5.6
"Swam in, wade or entered lake, river, pond or stream","BC",8.56170562720389
"Swam in, wade or entered lake, river, pond or stream","AB",5.09594397313696
"Swam in, wade or entered lake, river, pond or stream","SK",7.38518649358247
"Swam in, wade or entered lake, river, pond or stream","MB",6.14738346487966
"Swam in, wade or entered lake, river, pond or stream","ON",6.39422518429415
"Swam in, wade or entered lake, river, pond or stream","QC",5.70606144512162
"Swam in, wade or entered lake, river, pond or stream","NB",3.50093071799482
"Swam in, wade or entered lake, river, pond or stream","NS",7.94431345630569
"Swam in, wade or entered lake, river, pond or stream","PE",3.13647922512714
"Swam in, wade or entered lake, river, pond or stream","NL",5.93122415073657
"Swam in, wade or entered lake, river, pond or stream","YT",12.2544041096178
"Swam in, wade or entered lake, river, pond or stream","NT",9.974648884586
"Swam in, wade or entered lake, river, pond or stream","NU",1.33703266021562
"Swam in, wade or entered lake, river, pond or stream","Canada",6.36819287755758
"Raw water consumption*","BC",3.2
"Raw water consumption*","AB",1.2
"Raw water consumption*","SK",1.4
"Raw water consumption*","MB",2.4
"Raw water consumption*","ON",2.7
"Raw water consumption*","QC",1.6
"Raw water consumption*","NB",6.2
"Raw water consumption*","NS",4.4
"Raw water consumption*","PE",1.1
"Raw water consumption*","NL",11.6
"Raw water consumption*","YT",4.3
"Raw water consumption*","NT",10.6
"Raw water consumption*","NU",29.6
"Raw water consumption*","Canada",2.6
"Swim or go into any water*","BC",18.6
"Swim or go into any water*","AB",12.8
"Swim or go into any water*","SK",9.9
"Swim or go into any water*","MB",10.8
"Swim or go into any water*","ON",13.3
"Swim or go into any water*","QC",11.3
"Swim or go into any water*","NB",12.9
"Swim or go into any water*","NS",10.7
"Swim or go into any water*","PE",11.4
"Swim or go into any water*","NL",9.1
"Swim or go into any water*","YT",21.4
"Swim or go into any water*","NT",12.5
"Swim or go into any water*","NU",1.1
"Swim or go into any water*","Canada",13.1
"Swim or go into any natural water*","BC",9.6
"Swim or go into any natural water*","AB",2.5
"Swim or go into any natural water*","SK",2.7
"Swim or go into any natural water*","MB",2.5
"Swim or go into any natural water*","ON",3.4
"Swim or go into any natural water*","QC",2.9
"Swim or go into any natural water*","NB",3.6
"Swim or go into any natural water*","NS",5.4
"Swim or go into any natural water*","PE",4.4
"Swim or go into any natural water*","NL",3.1
"Swim or go into any natural water*","YT",5.8
"Swim or go into any natural water*","NT",3.2
"Swim or go into any natural water*","NU",0.8
"Swim or go into any natural water*","Canada",4
"Ocean*","BC",6.7
"Ocean*","AB",0.1
"Ocean*","SK",0
"Ocean*","MB",0
"Ocean*","ON",0.5
"Ocean*","QC",0.1
"Ocean*","NB",0.8
"Ocean*","NS",3.5
"Ocean*","PE",3.8
"Ocean*","NL",0.7
"Ocean*","YT",0.4
"Ocean*","NT",0
"Ocean*","NU",0
"Ocean*","Canada",1.2
"Lake*","BC",3.3
"Lake*","AB",1.7
"Lake*","SK",2.7
"Lake*","MB",2.2
"Lake*","ON",3
"Lake*","QC",2.4
"Lake*","NB",2.1
"Lake*","NS",2
"Lake*","PE",0.3
"Lake*","NL",2.1
"Lake*","YT",3.2
"Lake*","NT",1.9
"Lake*","NU",0.7
"Lake*","Canada",2.6
"River*","BC",1
"River*","AB",0.8
"River*","SK",0
"River*","MB",0.4
"River*","ON",0.9
"River*","QC",0.7
"River*","NB",1.7
"River*","NS",0.7
"River*","PE",0.6
"River*","NL",1.5
"River*","YT",0.9
"River*","NT",1.4
"River*","NU",0.1
"River*","Canada",0.8
"Natural hot spring*","BC",0.2
"Natural hot spring*","AB",0.1
"Natural hot spring*","SK",0
"Natural hot spring*","MB",0
"Natural hot spring*","ON",0.5
"Natural hot spring*","QC",0.2
"Natural hot spring*","NB",0
"Natural hot spring*","NS",0
"Natural hot spring*","PE",0
"Natural hot spring*","NL",0.3
"Natural hot spring*","YT",2.2
"Natural hot spring*","NT",0
"Natural hot spring*","NU",0
"Natural hot spring*","Canada",0.3
"Pool*","BC",13
"Pool*","AB",10.1
"Pool*","SK",5.5
"Pool*","MB",8.3
"Pool*","ON",9.3
"Pool*","QC",9.4
"Pool*","NB",9
"Pool*","NS",7.3
"Pool*","PE",7.5
"Pool*","NL",6.6
"Pool*","YT",15.1
"Pool*","NT",9.9
"Pool*","NU",0.6
"Pool*","Canada",9.7
"Hot tub*","BC",5.7
"Hot tub*","AB",6.5
"Hot tub*","SK",3.7
"Hot tub*","MB",4.2
"Hot tub*","ON",3.3
"Hot tub*","QC",1.3
"Hot tub*","NB",2
"Hot tub*","NS",1
"Hot tub*","PE",1.8
"Hot tub*","NL",1.1
"Hot tub*","YT",12.2
"Hot tub*","NT",6.3
"Hot tub*","NU",0
"Hot tub*","Canada",3.4
"Recreational waterpark*","BC",1.3
"Recreational waterpark*","AB",1.5
"Recreational waterpark*","SK",1.9
"Recreational waterpark*","MB",1.2
"Recreational waterpark*","ON",1.7
"Recreational waterpark*","QC",1.9
"Recreational waterpark*","NB",1.1
"Recreational waterpark*","NS",0.7
"Recreational waterpark*","PE",0.8
"Recreational waterpark*","NL",1.3
"Recreational waterpark*","YT",1.6
"Recreational waterpark*","NT",1.8
"Recreational waterpark*","NU",0
"Recreational waterpark*","Canada",1.6
"Swim or go into a swimming facility in the last 4 weeks*","BC",25.5
"Swim or go into a swimming facility in the last 4 weeks*","AB",23
"Swim or go into a swimming facility in the last 4 weeks*","SK",18.5
"Swim or go into a swimming facility in the last 4 weeks*","MB",17.3
"Swim or go into a swimming facility in the last 4 weeks*","ON",20.3
"Swim or go into a swimming facility in the last 4 weeks*","QC",13.4
"Swim or go into a swimming facility in the last 4 weeks*","NB",15.3
"Swim or go into a swimming facility in the last 4 weeks*","NS",19.1
"Swim or go into a swimming facility in the last 4 weeks*","PE",15.1
"Swim or go into a swimming facility in the last 4 weeks*","NL",18.6
"Swim or go into a swimming facility in the last 4 weeks*","YT",28.9
"Swim or go into a swimming facility in the last 4 weeks*","NT",22.2
"Swim or go into a swimming facility in the last 4 weeks*","NU",3.9
"Swim or go into a swimming facility in the last 4 weeks*","Canada",19.3
"Any contact with animals, animal waste, habitat or food*","BC",66.8
"Any contact with animals, animal waste, habitat or food*","AB",64.9
"Any contact with animals, animal waste, habitat or food*","SK",67.2
"Any contact with animals, animal waste, habitat or food*","MB",65.2
"Any contact with animals, animal waste, habitat or food*","ON",62.8
"Any contact with animals, animal waste, habitat or food*","QC",57.5
"Any contact with animals, animal waste, habitat or food*","NB",76.2
"Any contact with animals, animal waste, habitat or food*","NS",77.3
"Any contact with animals, animal waste, habitat or food*","PE",74.9
"Any contact with animals, animal waste, habitat or food*","NL",69.1
"Any contact with animals, animal waste, habitat or food*","YT",70.2
"Any contact with animals, animal waste, habitat or food*","NT",60.2
"Any contact with animals, animal waste, habitat or food*","NU",40.5
"Any contact with animals, animal waste, habitat or food*","Canada",63.4
"Companion animals present in the home","BC",54.9179125504116
"Companion animals present in the home","AB",55.4804696424118
"Companion animals present in the home","SK",51.4831128559851
"Companion animals present in the home","MB",51.4025846223869
"Companion animals present in the home","ON",52.1671311036726
"Companion animals present in the home","QC",53.7089491015592
"Companion animals present in the home","NB",60.3317294244258
"Companion animals present in the home","NS",59.4046653006613
"Companion animals present in the home","PE",61.794027469673
"Companion animals present in the home","NL",66.2325497904862
"Companion animals present in the home","YT",62.5979783261193
"Companion animals present in the home","NT",59.4808956656979
"Companion animals present in the home","NU",37.1208318155738
"Companion animals present in the home","Canada",53.8396221737767
"Any contact with companion animals","BC",65.8649009762359
"Any contact with companion animals","AB",65.4493644591057
"Any contact with companion animals","SK",67.2692284214491
"Any contact with companion animals","MB",61.1260861162505
"Any contact with companion animals","ON",60.028515141852
"Any contact with companion animals","QC",63.0035008299079
"Any contact with companion animals","NB",66.226987122593
"Any contact with companion animals","NS",65.7928097641893
"Any contact with companion animals","PE",69.3691657780631
"Any contact with companion animals","NL",73.6157235053999
"Any contact with companion animals","YT",75.8501263369255
"Any contact with companion animals","NT",66.3729691131132
"Any contact with companion animals","NU",45.2763767818652
"Any contact with companion animals","Canada",62.9218492677991
"Dog","BC",54.1677837505791
"Dog","AB",54.1248253025718
"Dog","SK",54.8992197003597
"Dog","MB",50.1341211266784
"Dog","ON",48.1455771385294
"Dog","QC",42.7576637392592
"Dog","NB",55.2151554737206
"Dog","NS",50.0763767435897
"Dog","PE",51.6927524106964
"Dog","NL",55.965182534167
"Dog","YT",68.2091396347447
"Dog","NT",56.8315787630151
"Dog","NU",44.3359774349275
"Dog","Canada",49.0430867474418
"Cat","BC",32.1146016824724
"Cat","AB",32.7675723723051
"Cat","SK",38.636580844968
"Cat","MB",35.5786801162263
"Cat","ON",31.0246996030536
"Cat","QC",36.6606103639267
"Cat","NB",38.9527017566546
"Cat","NS",38.4557879597606
"Cat","PE",45.6069800839642
"Cat","NL",44.450673257333
"Cat","YT",34.8888301078121
"Cat","NT",29.1651936312642
"Cat","NU",9.17720494524783
"Cat","Canada",33.6723898953868
"Reptile or amphibian","BC",2.11445136480694
"Reptile or amphibian","AB",4.03883142525583
"Reptile or amphibian","SK",2.64573550938291
"Reptile or amphibian","MB",1.78895905537665
"Reptile or amphibian","ON",2.70022027606129
"Reptile or amphibian","QC",1.75898759278914
"Reptile or amphibian","NB",2.84094506010086
"Reptile or amphibian","NS",2.0091687363069
"Reptile or amphibian","PE",2.13917767546124
"Reptile or amphibian","NL",4.08007062039972
"Reptile or amphibian","YT",1.01834230475023
"Reptile or amphibian","NT",1.27946108105917
"Reptile or amphibian","NU",0
"Reptile or amphibian","Canada",2.51826796002223
"Reptile*","BC",1.1
"Reptile*","AB",1.2
"Reptile*","SK",2.5
"Reptile*","MB",1.5
"Reptile*","ON",2.1
"Reptile*","QC",1.2
"Reptile*","NB",4.2
"Reptile*","NS",1.3
"Reptile*","PE",0.9
"Reptile*","NL",1
"Reptile*","YT",5.2
"Reptile*","NT",0.3
"Reptile*","NU",0.3
"Reptile*","Canada",1.6
"Amphibian*","BC",2.9
"Amphibian*","AB",0.7
"Amphibian*","SK",0.7
"Amphibian*","MB",0.8
"Amphibian*","ON",1
"Amphibian*","QC",0.9
"Amphibian*","NB",1.6
"Amphibian*","NS",0.9
"Amphibian*","PE",1
"Amphibian*","NL",0.7
